knmp_id,nama_knmp,kabupaten,provinsi,nama_tpi,komoditas,harga_aktual,tanggal,match_type
649,Tual,Kota Tual,MALUKU,,,,,tidak_ada_data
650,Dullah Laut,Kota Tual,MALUKU,,,,,tidak_ada_data
651,Fiditan,Kota Tual,MALUKU,,,,,tidak_ada_data
652,Tamedan,Kota Tual,MALUKU,,,,,tidak_ada_data
653,Tayando Langgiar,Kota Tual,MALUKU,,,,,tidak_ada_data
654,Tayando Yamtel,Kota Tual,MALUKU,,,,,tidak_ada_data
655,Wonreli,Maluku Barat Daya,MALUKU,,,,,tidak_ada_data
656,Tounwawan,Maluku Barat Daya,MALUKU,,,,,tidak_ada_data
657,Nuwewang,Maluku Barat Daya,MALUKU,,,,,tidak_ada_data
658,Klis,Maluku Barat Daya,MALUKU,,,,,tidak_ada_data
659,Rutah,Maluku Tengah,MALUKU,,,,,tidak_ada_data
660,Soahuku,Maluku Tengah,MALUKU,,,,,tidak_ada_data
661,Yainuelo,Maluku Tengah,MALUKU,,,,,tidak_ada_data
662,Kampung Baru,Maluku Tengah,MALUKU,,,,,tidak_ada_data
663,Selamon,Maluku Tengah,MALUKU,,,,,tidak_ada_data
664,Ampera,Maluku Tengah,MALUKU,,,,,tidak_ada_data
665,Asilulu,Maluku Tengah,MALUKU,,,,,tidak_ada_data
666,Hila,Maluku Tengah,MALUKU,,,,,tidak_ada_data
667,Hitumessing,Maluku Tengah,MALUKU,,,,,tidak_ada_data
668,Kaitetu,Maluku Tengah,MALUKU,,,,,tidak_ada_data
669,Morella,Maluku Tengah,MALUKU,,,,,tidak_ada_data
670,Negeri Lima,Maluku Tengah,MALUKU,,,,,tidak_ada_data
671,Ureng,Maluku Tengah,MALUKU,,,,,tidak_ada_data
672,Allang,Maluku Tengah,MALUKU,,,,,tidak_ada_data
673,Larike,Maluku Tengah,MALUKU,,,,,tidak_ada_data
674,Wakasihu,Maluku Tengah,MALUKU,,,,,tidak_ada_data
675,Oma,Maluku Tengah,MALUKU,,,,,tidak_ada_data
676,Pelauw,Maluku Tengah,MALUKU,,,,,tidak_ada_data
677,Liang,Maluku Tengah,MALUKU,,,,,tidak_ada_data
678,Tengah Tengah,Maluku Tengah,MALUKU,,,,,tidak_ada_data
679,Tial,Maluku Tengah,MALUKU,,,,,tidak_ada_data
680,Tulehu,Maluku Tengah,MALUKU,,,,,tidak_ada_data
681,Waai,Maluku Tengah,MALUKU,,,,,tidak_ada_data
682,Haria,Maluku Tengah,MALUKU,,,,,tidak_ada_data
683,Noloth,Maluku Tengah,MALUKU,,,,,tidak_ada_data
684,Siri Sori Islam,Maluku Tengah,MALUKU,,,,,tidak_ada_data
685,Besi,Maluku Tengah,MALUKU,,,,,tidak_ada_data
686,Parigi,Maluku Tengah,MALUKU,,,,,tidak_ada_data
687,Sawai,Maluku Tengah,MALUKU,,,,,tidak_ada_data
688,Wahai,Maluku Tengah,MALUKU,,,,,tidak_ada_data
689,Gale-Gale,Maluku Tengah,MALUKU,,,,,tidak_ada_data
690,Labuan,Maluku Tengah,MALUKU,,,,,tidak_ada_data
691,Pasanea,Maluku Tengah,MALUKU,,,,,tidak_ada_data
692,Tehoru,Maluku Tengah,MALUKU,,,,,tidak_ada_data
693,Watuar,Maluku Tenggara,MALUKU,,,,,tidak_ada_data
694,Sather,Maluku Tenggara,MALUKU,,,,,tidak_ada_data
695,Watkidat,Maluku Tenggara,MALUKU,,,,,tidak_ada_data
696,Hoor Kristen,Maluku Tenggara,MALUKU,,,,,tidak_ada_data
697,Dudunwahan,Maluku Tenggara,MALUKU,,,,,tidak_ada_data
698,Sare,Maluku Tenggara,MALUKU,,,,,tidak_ada_data
699,Selayar,Maluku Tenggara,MALUKU,,,,,tidak_ada_data
700,Latu,Seram Bagian Barat,MALUKU,,,,,tidak_ada_data
701,Rumahkay,Seram Bagian Barat,MALUKU,,,,,tidak_ada_data
702,Iha,Seram Bagian Barat,MALUKU,,,,,tidak_ada_data
703,Lokki,Seram Bagian Barat,MALUKU,,,,,tidak_ada_data
704,Luhu,Seram Bagian Barat,MALUKU,,,,,tidak_ada_data
705,Buano Selatan,Seram Bagian Barat,MALUKU,,,,,tidak_ada_data
706,Buano Utara,Seram Bagian Barat,MALUKU,,,,,tidak_ada_data
707,Sole,Seram Bagian Barat,MALUKU,,,,,tidak_ada_data
708,Tahalupu,Seram Bagian Barat,MALUKU,,,,,tidak_ada_data
709,Tonu Jaya,Seram Bagian Barat,MALUKU,,,,,tidak_ada_data
710,Waesala,Seram Bagian Barat,MALUKU,,,,,tidak_ada_data
711,Kairatu,Seram Bagian Barat,MALUKU,,,,,tidak_ada_data
712,Kamarian,Seram Bagian Barat,MALUKU,,,,,tidak_ada_data
713,Kamal,Seram Bagian Barat,MALUKU,,,,,tidak_ada_data
714,Kelang Asaude,Seram Bagian Barat,MALUKU,,,,,tidak_ada_data
715,Luhutuban,Seram Bagian Barat,MALUKU,,,,,tidak_ada_data
716,Tuniwara,Seram Bagian Barat,MALUKU,,,,,tidak_ada_data
717,Eti,Seram Bagian Barat,MALUKU,,,,,tidak_ada_data
718,Kaibobo,Seram Bagian Barat,MALUKU,,,,,tidak_ada_data
719,Kawa,Seram Bagian Barat,MALUKU,,,,,tidak_ada_data
720,Piru,Seram Bagian Barat,MALUKU,,,,,tidak_ada_data
721,Kasieh,Seram Bagian Barat,MALUKU,,,,,tidak_ada_data
722,Sukaraja,Seram Bagian Barat,MALUKU,,,,,tidak_ada_data
723,Bula,Seram Bagian Timur,MALUKU,,,,,tidak_ada_data
724,Englas,Seram Bagian Timur,MALUKU,,,,,tidak_ada_data
725,Sesar,Seram Bagian Timur,MALUKU,,,,,tidak_ada_data
726,Lahema,Seram Bagian Timur,MALUKU,,,,,tidak_ada_data
727,Kilga Kilwouw,Seram Bagian Timur,MALUKU,,,,,tidak_ada_data
728,Amarsekaru,Seram Bagian Timur,MALUKU,,,,,tidak_ada_data
729,Kataloka,Seram Bagian Timur,MALUKU,,,,,tidak_ada_data
730,Kulugowa,Seram Bagian Timur,MALUKU,,,,,tidak_ada_data
731,Geser,Seram Bagian Timur,MALUKU,,,,,tidak_ada_data
732,Kiltay,Seram Bagian Timur,MALUKU,,,,,tidak_ada_data
733,Kilwaru,Seram Bagian Timur,MALUKU,,,,,tidak_ada_data
734,Kwamor Kecil Mata Wawa,Seram Bagian Timur,MALUKU,,,,,tidak_ada_data
735,Karlokin,Seram Bagian Timur,MALUKU,,,,,tidak_ada_data
736,Bemo Perak,Seram Bagian Timur,MALUKU,,,,,tidak_ada_data
737,Tongute Ternate,Halmahera Barat,MALUKU UTARA,,,,,tidak_ada_data
738,Saria,Halmahera Barat,MALUKU UTARA,,,,,tidak_ada_data
739,Soakonora,Halmahera Barat,MALUKU UTARA,,,,,tidak_ada_data
740,Todowongi,Halmahera Barat,MALUKU UTARA,,,,,tidak_ada_data
741,Tuada,Halmahera Barat,MALUKU UTARA,,,,,tidak_ada_data
742,Sidangoli Dehe,Halmahera Barat,MALUKU UTARA,,,,,tidak_ada_data
743,Toniku,Halmahera Barat,MALUKU UTARA,,,,,tidak_ada_data
744,Jarakore,Halmahera Barat,MALUKU UTARA,,,,,tidak_ada_data
745,Amasing Kota,Halmahera Selatan,MALUKU UTARA,,,,,tidak_ada_data
746,Amasing Kota Barat,Halmahera Selatan,MALUKU UTARA,,,,,tidak_ada_data
747,Amasing Kota Utara,Halmahera Selatan,MALUKU UTARA,,,,,tidak_ada_data
748,Labuha,Halmahera Selatan,MALUKU UTARA,,,,,tidak_ada_data
749,Indari,Halmahera Selatan,MALUKU UTARA,,,,,tidak_ada_data
750,Panamboang,Halmahera Selatan,MALUKU UTARA,,,,,tidak_ada_data
751,Pigaraja,Halmahera Selatan,MALUKU UTARA,,,,,tidak_ada_data
752,Silang,Halmahera Selatan,MALUKU UTARA,,,,,tidak_ada_data
753,Bibinoi,Halmahera Selatan,MALUKU UTARA,,,,,tidak_ada_data
754,Bajo,Halmahera Selatan,MALUKU UTARA,,,,,tidak_ada_data
755,Kampung Baru,Halmahera Selatan,MALUKU UTARA,,,,,tidak_ada_data
756,Koititi,Halmahera Selatan,MALUKU UTARA,,,,,tidak_ada_data
757,Dowora,Halmahera Selatan,MALUKU UTARA,,,,,tidak_ada_data
758,Maffa,Halmahera Selatan,MALUKU UTARA,,,,,tidak_ada_data
759,Matuting,Halmahera Selatan,MALUKU UTARA,,,,,tidak_ada_data
760,Bokimiake,Halmahera Selatan,MALUKU UTARA,,,,,tidak_ada_data
761,Laluin,Halmahera Selatan,MALUKU UTARA,,,,,tidak_ada_data
762,Posi-Posi,Halmahera Selatan,MALUKU UTARA,,,,,tidak_ada_data
763,Gonone,Halmahera Selatan,MALUKU UTARA,,,,,tidak_ada_data
764,Kukupang,Halmahera Selatan,MALUKU UTARA,,,,,tidak_ada_data
765,Pulau Gala,Halmahera Selatan,MALUKU UTARA,,,,,tidak_ada_data
766,Tawabi,Halmahera Selatan,MALUKU UTARA,,,,,tidak_ada_data
767,Lele,Halmahera Selatan,MALUKU UTARA,,,,,tidak_ada_data
768,Waya,Halmahera Selatan,MALUKU UTARA,,,,,tidak_ada_data
769,Baru,Halmahera Selatan,MALUKU UTARA,,,,,tidak_ada_data
770,Jikotamo,Halmahera Selatan,MALUKU UTARA,,,,,tidak_ada_data
771,Mano,Halmahera Selatan,MALUKU UTARA,,,,,tidak_ada_data
772,Soligi,Halmahera Selatan,MALUKU UTARA,,,,,tidak_ada_data
773,Madapolo,Halmahera Selatan,MALUKU UTARA,,,,,tidak_ada_data
774,Madapolo Barat,Halmahera Selatan,MALUKU UTARA,,,,,tidak_ada_data
775,Madapolo Timur,Halmahera Selatan,MALUKU UTARA,,,,,tidak_ada_data
776,Loleo,Halmahera Tengah,MALUKU UTARA,,,,,tidak_ada_data
777,Maba Sangaji,Halmahera Timur,MALUKU UTARA,,,,,tidak_ada_data
778,Soagimalaha,Halmahera Timur,MALUKU UTARA,,,,,tidak_ada_data
779,Gotowasi,Halmahera Timur,MALUKU UTARA,,,,,tidak_ada_data
780,Kasuba,Halmahera Timur,MALUKU UTARA,,,,,tidak_ada_data
781,Momole,Halmahera Timur,MALUKU UTARA,,,,,tidak_ada_data
782,Sil,Halmahera Timur,MALUKU UTARA,,,,,tidak_ada_data
783,Jara-Jara,Halmahera Timur,MALUKU UTARA,,,,,tidak_ada_data
784,Lolasita,Halmahera Timur,MALUKU UTARA,,,,,tidak_ada_data
785,Patlean,Halmahera Timur,MALUKU UTARA,,,,,tidak_ada_data
786,Mekarsari,Halmahera Timur,MALUKU UTARA,,,,,tidak_ada_data
787,Subaim,Halmahera Timur,MALUKU UTARA,,,,,tidak_ada_data
788,Saramaake,Halmahera Timur,MALUKU UTARA,,,,,tidak_ada_data
789,Majiko Tongone,Halmahera Timur,MALUKU UTARA,,,,,tidak_ada_data
790,Kusu Lofra,Halmahera Utara,MALUKU UTARA,,,,,tidak_ada_data
791,Bobale,Halmahera Utara,MALUKU UTARA,,,,,tidak_ada_data
792,Dama,Halmahera Utara,MALUKU UTARA,,,,,tidak_ada_data
793,Leleoto,Halmahera Utara,MALUKU UTARA,,,,,tidak_ada_data
794,Wosia,Halmahera Utara,MALUKU UTARA,,,,,tidak_ada_data
795,Tolonuo,Halmahera Utara,MALUKU UTARA,,,,,tidak_ada_data
796,Lelyaba,Kepulauan Sula,MALUKU UTARA,,,,,tidak_ada_data
797,Falabisahaya,Kepulauan Sula,MALUKU UTARA,,,,,tidak_ada_data
798,Kawata,Kepulauan Sula,MALUKU UTARA,,,,,tidak_ada_data
799,Waisum,Kepulauan Sula,MALUKU UTARA,,,,,tidak_ada_data
800,Mangon,Kepulauan Sula,MALUKU UTARA,,,,,tidak_ada_data
801,Kabau Darat,Kepulauan Sula,MALUKU UTARA,,,,,tidak_ada_data
802,Kabau Pantai,Kepulauan Sula,MALUKU UTARA,,,,,tidak_ada_data
803,Waigai,Kepulauan Sula,MALUKU UTARA,,,,,tidak_ada_data
804,Bega,Kepulauan Sula,MALUKU UTARA,,,,,tidak_ada_data
805,Waiboga,Kepulauan Sula,MALUKU UTARA,,,,,tidak_ada_data
806,Dufa-Dufa,Kota Ternate,MALUKU UTARA,,,,,tidak_ada_data
807,Jambula,Kota Ternate,MALUKU UTARA,,,,,tidak_ada_data
808,Rua,Kota Ternate,MALUKU UTARA,,,,,tidak_ada_data
809,Tadupi,Kota Tidore Kepulauan,MALUKU UTARA,,,,,tidak_ada_data
810,Guraping,Kota Tidore Kepulauan,MALUKU UTARA,,,,,tidak_ada_data
811,Gamtufkange,Kota Tidore Kepulauan,MALUKU UTARA,,,,,tidak_ada_data
812,Goto,Kota Tidore Kepulauan,MALUKU UTARA,,,,,tidak_ada_data
813,Soasio,Kota Tidore Kepulauan,MALUKU UTARA,,,,,tidak_ada_data
814,Dokiri,Kota Tidore Kepulauan,MALUKU UTARA,,,,,tidak_ada_data
815,Gurabati,Kota Tidore Kepulauan,MALUKU UTARA,,,,,tidak_ada_data
816,Toloa,Kota Tidore Kepulauan,MALUKU UTARA,,,,,tidak_ada_data
817,Tomalou,Kota Tidore Kepulauan,MALUKU UTARA,,,,,tidak_ada_data
818,Cobodoe,Kota Tidore Kepulauan,MALUKU UTARA,,,,,tidak_ada_data
819,Doyado,Kota Tidore Kepulauan,MALUKU UTARA,,,,,tidak_ada_data
820,Mafututu,Kota Tidore Kepulauan,MALUKU UTARA,,,,,tidak_ada_data
821,Maitara Selatan,Kota Tidore Kepulauan,MALUKU UTARA,,,,,tidak_ada_data
822,Mareku,Kota Tidore Kepulauan,MALUKU UTARA,,,,,tidak_ada_data
823,Juanga,Kepulauan Morotai,MALUKU UTARA,,,,,tidak_ada_data
824,Koloray,Kepulauan Morotai,MALUKU UTARA,,,,,tidak_ada_data
825,Cucumare,Kepulauan Morotai,MALUKU UTARA,,,,,tidak_ada_data
826,Tiley,Kepulauan Morotai,MALUKU UTARA,,,,,tidak_ada_data
827,Wayabula,Kepulauan Morotai,MALUKU UTARA,,,,,tidak_ada_data
828,Jorjoga,Pulau Taliabu,MALUKU UTARA,,,,,tidak_ada_data
829,Limbo,Pulau Taliabu,MALUKU UTARA,,,,,tidak_ada_data
830,Pancoran,Pulau Taliabu,MALUKU UTARA,,,,,tidak_ada_data
831,Talo,Pulau Taliabu,MALUKU UTARA,,,,,tidak_ada_data
832,Wayo,Pulau Taliabu,MALUKU UTARA,,,,,tidak_ada_data
833,Kasango,Pulau Taliabu,MALUKU UTARA,,,,,tidak_ada_data
834,Rompo,Bima,NUSA TENGGARA BARAT,,,,,tidak_ada_data
835,Kire,Bima,NUSA TENGGARA BARAT,,,,,tidak_ada_data
836,Lamere,Bima,NUSA TENGGARA BARAT,,,,,tidak_ada_data
837,Mbawi,Dompu,NUSA TENGGARA BARAT,,,,,tidak_ada_data
838,Hu'U,Dompu,NUSA TENGGARA BARAT,,,,,tidak_ada_data
839,Soro,Dompu,NUSA TENGGARA BARAT,,,,,tidak_ada_data
840,Tolokalo,Dompu,NUSA TENGGARA BARAT,,,,,tidak_ada_data
841,Karama,Dompu,NUSA TENGGARA BARAT,,,,,tidak_ada_data
842,Malaju,Dompu,NUSA TENGGARA BARAT,,,,,tidak_ada_data
843,Kwangko,Dompu,NUSA TENGGARA BARAT,,,,,tidak_ada_data
844,Jambu,Dompu,NUSA TENGGARA BARAT,,,,,tidak_ada_data
845,Nangamiro,Dompu,NUSA TENGGARA BARAT,,,,,tidak_ada_data
846,Pekat,Dompu,NUSA TENGGARA BARAT,,,,,tidak_ada_data
847,Bara,Dompu,NUSA TENGGARA BARAT,,,,,tidak_ada_data
848,Mumbu,Dompu,NUSA TENGGARA BARAT,,,,,tidak_ada_data
849,Kolo,Kota Bima,NUSA TENGGARA BARAT,,,,,tidak_ada_data
850,Tanjung,Kota Bima,NUSA TENGGARA BARAT,,,,,tidak_ada_data
851,Taman Ayu,Lombok Barat,NUSA TENGGARA BARAT,,,,,tidak_ada_data
852,Kuranji Dalang,Lombok Barat,NUSA TENGGARA BARAT,,,,,tidak_ada_data
853,Lembar Selatan,Lombok Barat,NUSA TENGGARA BARAT,,,,,tidak_ada_data
854,Gili Gede Indah,Lombok Barat,NUSA TENGGARA BARAT,,,,,tidak_ada_data
855,Kidang,Lombok Tengah,NUSA TENGGARA BARAT,,,,,tidak_ada_data
856,Tanjung Luar,Lombok Timur,NUSA TENGGARA BARAT,,,,,tidak_ada_data
857,Labuhan Mapin,Sumbawa,NUSA TENGGARA BARAT,,,,,tidak_ada_data
858,Gapit,Sumbawa,NUSA TENGGARA BARAT,,,,,tidak_ada_data
859,Labuhan Kuris,Sumbawa,NUSA TENGGARA BARAT,,,,,tidak_ada_data
860,Teluk Santong,Sumbawa,NUSA TENGGARA BARAT,,,,,tidak_ada_data
861,Labuhan Jambu,Sumbawa,NUSA TENGGARA BARAT,,,,,tidak_ada_data
862,Labuhan Bajo,Sumbawa,NUSA TENGGARA BARAT,,,,,tidak_ada_data
863,Poto Tano,Sumbawa Barat,NUSA TENGGARA BARAT,,,,,tidak_ada_data
864,Alor Kecil,Alor,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
865,Pulau Buaya,Alor,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
866,Ternate,Alor,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
867,Ternate Selatan,Alor,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
868,Alila Timur,Alor,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
869,Kabola,Alor,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
870,Kabir,Alor,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
871,Munaseli,Alor,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
872,Delaki,Alor,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
873,Toang,Alor,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
874,Tereweng,Alor,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
875,Kalabahi Barat,Alor,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
876,Waesae,Ngada,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
877,Dualaus,Belu,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
878,Jenilu,Belu,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
879,Kenebibi,Belu,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
880,Silawan,Belu,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
881,Tetandara,Ende,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
882,Sagu,Flores Timur,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
883,Duanur,Flores Timur,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
884,Lamahala Jaya,Flores Timur,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
885,Terong,Flores Timur,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
886,Waiburak,Flores Timur,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
887,Nobo,Flores Timur,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
888,Lewolere,Flores Timur,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
889,Labelen,Flores Timur,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
890,Alak,Kota Kupang,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
891,Namosain,Kota Kupang,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
892,Nunbaun Delha,Kota Kupang,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
893,Kelapa Lima,Kota Kupang,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
894,Lasiana,Kota Kupang,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
895,Oesapa,Kota Kupang,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
896,Tablolong,Kupang,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
897,Tanah Merah,Kupang,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
898,Pariti,Kupang,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
899,Hadakewa,Lembata,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
900,Babokerong,Lembata,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
901,Lewoleba Tengah,Lembata,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
902,Wailolong,Lembata,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
903,Pantai Harapan,Lembata,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
904,Umatoos,Malaka,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
905,Kletek,Malaka,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
906,Weoe,Malaka,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
907,Reo,Manggarai,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
908,Batu Tiga,Manggarai Barat,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
909,Golo Sepang,Manggarai Barat,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
910,Pontianak,Manggarai Barat,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
911,Tanjung Boleng,Manggarai Barat,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
912,Komodo,Manggarai Barat,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
913,Labuan Bajo,Manggarai Barat,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
914,Papa Garang,Manggarai Barat,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
915,Pasir Panjang,Manggarai Barat,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
916,Pasir Putih,Manggarai Barat,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
917,Seraya Marannu,Manggarai Barat,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
918,Warloka,Manggarai Barat,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
919,Nanga Lili,Manggarai Barat,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
920,Kota Ndora,Manggarai Timur,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
921,Rana Loba,Manggarai Timur,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
922,Satar Kampas,Manggarai Timur,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
923,Pota,Manggarai Timur,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
924,Nangadhero,Nagekeo,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
925,Waebela,Ngada,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
926,Oelua,Rote Ndao,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
927,Metina,Rote Ndao,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
928,Namodale,Rote Ndao,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
929,Ndaonuse,Rote Ndao,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
930,Oenggae,Rote Ndao,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
931,Batutua,Rote Ndao,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
932,Dolasi,Rote Ndao,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
933,Landu,Rote Ndao,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
934,Oelasin,Rote Ndao,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
935,Oeseli,Rote Ndao,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
936,Boni,Rote Ndao,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
937,Daudolu,Rote Ndao,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
938,Netenaen,Rote Ndao,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
939,Londalusi,Rote Ndao,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
940,Papela,Rote Ndao,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
941,Raedewa,Sabu Raijua,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
942,Raemadia,Sabu Raijua,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
943,Halapadji,Sabu Raijua,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
944,Pemana,Sikka,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
945,Wolomarang,Sikka,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
946,Wuring,Sikka,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
947,Koja Doi,Sikka,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
948,Kojagete,Sikka,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
949,Parumaan,Sikka,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
950,Mbengu,Sikka,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
951,Darat Pantai,Sikka,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
952,Nangahale,Sikka,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
953,Rua,Sumba Barat,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
954,Pero Konda,Sumba Barat Daya,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
955,Panenggo Ede,Sumba Barat Daya,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
956,Rada Mata,Sumba Barat Daya,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
957,Lete Konda,Sumba Barat Daya,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
958,Wendewa Utara,Sumba Tengah,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
959,Ngadu Bolu,Sumba Tengah,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
960,Kambaniru,Sumba Timur,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
961,Prailiu,Sumba Timur,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
962,Hambapraing,Sumba Timur,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
963,Kuta,Sumba Timur,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
964,Temu,Sumba Timur,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
965,Prai Salura,Sumba Timur,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
966,Hambala,Sumba Timur,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
967,Kadumbul,Sumba Timur,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
968,Kawangu,Sumba Timur,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
969,Palaka Hembi,Sumba Timur,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
970,Kayuri,Sumba Timur,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
971,Tarimbang,Sumba Timur,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
972,Patawang,Sumba Timur,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
973,Lumbu Manggit,Sumba Timur,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
974,Oetuke,Timor Tengah Selatan,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
975,Hoibeti,Timor Tengah Selatan,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
976,Kualin,Timor Tengah Selatan,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
977,Humusu C,Timor Tengah Utara,NUSA TENGGARA TIMUR,,,,,tidak_ada_data
978,Muntai,Bengkalis,RIAU,,,,,tidak_ada_data
979,Kuala Alam,Bengkalis,RIAU,,,,,tidak_ada_data
980,Prapat Tunggal,Bengkalis,RIAU,,,,,tidak_ada_data
981,Panglima Raja,Indragiri Hilir,RIAU,,,,,tidak_ada_data
982,Kuala Selat,Indragiri Hilir,RIAU,,,,,tidak_ada_data
983,Sungai Buluh,Indragiri Hilir,RIAU,,,,,tidak_ada_data
984,Batang Tumu,Indragiri Hilir,RIAU,,,,,tidak_ada_data
985,Bekawan,Indragiri Hilir,RIAU,,,,,tidak_ada_data
